BASIC5000_3404,bas50003404
BASIC5000_3826,bas50003826
BASIC5000_4185,bas50004185
BASIC5000_3832,bas50003832
BASIC5000_2292,bas50002292
BASIC5000_1943,bas50001943
BASIC5000_0485,bas50000485
BASIC5000_1770,bas50001770
BASIC5000_3167,bas50003167
BASIC5000_4608,bas50004608
BASIC5000_2279,bas50002279
BASIC5000_3601,bas50003601
BASIC5000_0308,bas50000308
BASIC5000_1016,bas50001016
BASIC5000_1002,bas50001002
BASIC5000_3615,bas50003615
BASIC5000_3173,bas50003173
BASIC5000_1764,bas50001764
BASIC5000_4634,bas50004634
BASIC5000_2245,bas50002245
BASIC5000_1994,bas50001994
BASIC5000_0452,bas50000452
BASIC5000_0334,bas50000334
BASIC5000_2523,bas50002523
BASIC5000_4152,bas50004152
BASIC5000_2537,bas50002537
BASIC5000_4146,bas50004146
BASIC5000_3629,bas50003629
BASIC5000_0320,bas50000320
BASIC5000_1758,bas50001758
BASIC5000_1980,bas50001980
BASIC5000_0446,bas50000446
BASIC5000_4620,bas50004620
BASIC5000_2251,bas50002251
BASIC5000_2906,bas50002906
BASIC5000_0877,bas50000877
BASIC5000_0863,bas50000863
BASIC5000_2912,bas50002912
BASIC5000_4393,bas50004393
BASIC5000_2084,bas50002084
BASIC5000_0693,bas50000693
BASIC5000_1599,bas50001599
BASIC5000_0687,bas50000687
BASIC5000_2090,bas50002090
BASIC5000_4387,bas50004387
BASIC5000_1214,bas50001214
BASIC5000_3403,bas50003403
BASIC5000_3365,bas50003365
BASIC5000_1572,bas50001572
BASIC5000_0678,bas50000678
BASIC5000_1566,bas50001566
BASIC5000_3371,bas50003371
BASIC5000_3417,bas50003417
BASIC5000_4378,bas50004378
BASIC5000_2709,bas50002709
BASIC5000_1200,bas50001200
BASIC5000_4350,bas50004350
BASIC5000_2721,bas50002721
BASIC5000_1228,bas50001228
BASIC5000_0136,bas50000136
BASIC5000_0650,bas50000650
BASIC5000_0888,bas50000888
BASIC5000_2047,bas50002047
BASIC5000_4436,bas50004436
BASIC5000_3359,bas50003359
BASIC5000_2053,bas50002053
BASIC5000_4422,bas50004422
BASIC5000_0644,bas50000644
BASIC5000_0122,bas50000122
BASIC5000_4344,bas50004344
BASIC5000_2735,bas50002735
BASIC5000_4434,bas50004434
BASIC5000_2045,bas50002045
BASIC5000_0652,bas50000652
BASIC5000_0134,bas50000134
BASIC5000_2723,bas50002723
BASIC5000_4352,bas50004352
BASIC5000_2737,bas50002737
BASIC5000_4346,bas50004346
BASIC5000_3429,bas50003429
BASIC5000_0120,bas50000120
BASIC5000_1558,bas50001558
BASIC5000_0646,bas50000646
BASIC5000_4420,bas50004420
BASIC5000_2051,bas50002051
BASIC5000_1570,bas50001570
BASIC5000_3367,bas50003367
BASIC5000_4408,bas50004408
BASIC5000_2079,bas50002079
BASIC5000_3401,bas50003401
BASIC5000_0108,bas50000108
BASIC5000_1216,bas50001216
BASIC5000_1202,bas50001202
BASIC5000_3415,bas50003415
BASIC5000_3373,bas50003373
BASIC5000_1564,bas50001564
BASIC5000_0691,bas50000691
BASIC5000_0849,bas50000849
BASIC5000_2086,bas50002086
BASIC5000_3398,bas50003398
BASIC5000_2938,bas50002938
BASIC5000_4391,bas50004391
BASIC5000_4385,bas50004385
BASIC5000_2092,bas50002092
BASIC5000_0685,bas50000685
BASIC5000_0875,bas50000875
BASIC5000_2904,bas50002904
BASIC5000_2910,bas50002910
BASIC5000_0861,bas50000861
BASIC5000_4150,bas50004150
BASIC5000_2521,bas50002521
BASIC5000_1028,bas50001028
BASIC5000_0336,bas50000336
BASIC5000_0450,bas50000450
BASIC5000_1996,bas50001996
BASIC5000_2247,bas50002247
BASIC5000_4636,bas50004636
BASIC5000_3159,bas50003159
BASIC5000_2253,bas50002253
BASIC5000_4622,bas50004622
BASIC5000_0444,bas50000444
BASIC5000_1982,bas50001982
BASIC5000_0322,bas50000322
BASIC5000_4144,bas50004144
BASIC5000_2535,bas50002535
BASIC5000_1014,bas50001014
BASIC5000_3603,bas50003603
BASIC5000_3165,bas50003165
BASIC5000_1772,bas50001772
BASIC5000_0478,bas50000478
BASIC5000_1766,bas50001766
BASIC5000_3171,bas50003171
BASIC5000_3617,bas50003617
BASIC5000_4178,bas50004178
BASIC5000_2509,bas50002509
BASIC5000_1000,bas50001000
BASIC5000_3824,bas50003824
BASIC5000_4193,bas50004193
BASIC5000_2284,bas50002284
BASIC5000_0493,bas50000493
BASIC5000_1955,bas50001955
BASIC5000_1799,bas50001799
BASIC5000_0487,bas50000487
BASIC5000_1941,bas50001941
BASIC5000_4839,bas50004839
BASIC5000_2290,bas50002290
BASIC5000_3830,bas50003830
BASIC5000_4187,bas50004187
BASIC5000_3818,bas50003818
BASIC5000_1969,bas50001969
BASIC5000_4811,bas50004811
BASIC5000_4805,bas50004805
BASIC5000_2455,bas50002455
BASIC5000_3993,bas50003993
BASIC5000_4024,bas50004024
BASIC5000_0242,bas50000242
BASIC5000_0524,bas50000524
BASIC5000_4742,bas50004742
BASIC5000_2333,bas50002333
BASIC5000_3039,bas50003039
BASIC5000_4756,bas50004756
BASIC5000_2327,bas50002327
BASIC5000_0530,bas50000530
BASIC5000_0256,bas50000256
BASIC5000_1148,bas50001148
BASIC5000_2441,bas50002441
BASIC5000_3987,bas50003987
BASIC5000_4030,bas50004030
BASIC5000_1160,bas50001160
BASIC5000_2469,bas50002469
BASIC5000_4018,bas50004018
BASIC5000_3777,bas50003777
BASIC5000_3011,bas50003011
BASIC5000_1606,bas50001606
BASIC5000_0518,bas50000518
BASIC5000_1612,bas50001612
BASIC5000_3005,bas50003005
BASIC5000_3763,bas50003763
BASIC5000_1174,bas50001174
BASIC5000_0281,bas50000281
BASIC5000_3788,bas50003788
BASIC5000_2496,bas50002496
BASIC5000_3950,bas50003950
BASIC5000_4959,bas50004959
BASIC5000_4781,bas50004781
BASIC5000_1821,bas50001821
BASIC5000_1835,bas50001835
BASIC5000_4795,bas50004795
BASIC5000_2482,bas50002482
BASIC5000_3944,bas50003944
BASIC5000_0295,bas50000295
BASIC5000_4965,bas50004965
BASIC5000_4971,bas50004971
BASIC5000_1809,bas50001809
BASIC5000_3978,bas50003978
BASIC5000_2131,bas50002131
BASIC5000_4540,bas50004540
BASIC5000_0726,bas50000726
BASIC5000_1438,bas50001438
BASIC5000_0040,bas50000040
BASIC5000_3549,bas50003549
BASIC5000_4226,bas50004226
BASIC5000_2657,bas50002657
BASIC5000_4232,bas50004232
BASIC5000_2643,bas50002643
BASIC5000_0054,bas50000054
BASIC5000_0732,bas50000732
BASIC5000_2125,bas50002125
BASIC5000_4554,bas50004554
BASIC5000_1404,bas50001404
BASIC5000_3213,bas50003213
BASIC5000_3575,bas50003575
BASIC5000_1362,bas50001362
BASIC5000_1376,bas50001376
BASIC5000_0068,bas50000068
BASIC5000_3561,bas50003561
BASIC5000_2119,bas50002119
BASIC5000_4568,bas50004568
BASIC5000_3207,bas50003207
BASIC5000_1410,bas50001410
BASIC5000_4583,bas50004583
BASIC5000_2694,bas50002694
BASIC5000_0083,bas50000083
BASIC5000_0097,bas50000097
BASIC5000_1389,bas50001389
BASIC5000_2680,bas50002680
BASIC5000_2858,bas50002858
BASIC5000_4597,bas50004597
BASIC5000_0929,bas50000929
BASIC5000_0901,bas50000901
BASIC5000_2870,bas50002870
BASIC5000_2864,bas50002864
BASIC5000_0915,bas50000915
BASIC5000_2865,bas50002865
BASIC5000_0914,bas50000914
BASIC5000_0900,bas50000900
BASIC5000_2871,bas50002871
BASIC5000_2859,bas50002859
BASIC5000_2681,bas50002681
BASIC5000_1388,bas50001388
BASIC5000_0096,bas50000096
BASIC5000_0928,bas50000928
BASIC5000_4596,bas50004596
BASIC5000_4582,bas50004582
BASIC5000_0082,bas50000082
BASIC5000_2695,bas50002695
BASIC5000_3560,bas50003560
BASIC5000_0069,bas50000069
BASIC5000_1377,bas50001377
BASIC5000_1411,bas50001411
BASIC5000_3206,bas50003206
BASIC5000_4569,bas50004569
BASIC5000_2118,bas50002118
BASIC5000_3212,bas50003212
BASIC5000_1405,bas50001405
BASIC5000_1363,bas50001363
BASIC5000_3574,bas50003574
BASIC5000_0055,bas50000055
BASIC5000_2642,bas50002642
BASIC5000_4233,bas50004233
BASIC5000_4555,bas50004555
BASIC5000_2124,bas50002124
BASIC5000_0733,bas50000733
BASIC5000_1439,bas50001439
BASIC5000_0727,bas50000727
BASIC5000_4541,bas50004541
BASIC5000_2130,bas50002130
BASIC5000_2656,bas50002656
BASIC5000_4227,bas50004227
BASIC5000_3548,bas50003548
BASIC5000_0041,bas50000041
BASIC5000_1808,bas50001808
BASIC5000_4970,bas50004970
BASIC5000_3979,bas50003979
BASIC5000_4964,bas50004964
BASIC5000_4794,bas50004794
BASIC5000_1834,bas50001834
BASIC5000_0294,bas50000294
BASIC5000_3945,bas50003945
BASIC5000_2483,bas50002483
BASIC5000_3951,bas50003951
BASIC5000_2497,bas50002497
BASIC5000_3789,bas50003789
BASIC5000_0280,bas50000280
BASIC5000_1820,bas50001820
BASIC5000_4780,bas50004780
BASIC5000_4958,bas50004958
BASIC5000_3004,bas50003004
BASIC5000_1613,bas50001613
BASIC5000_1175,bas50001175
BASIC5000_3762,bas50003762
BASIC5000_3776,bas50003776
BASIC5000_4019,bas50004019
BASIC5000_2468,bas50002468
BASIC5000_1161,bas50001161
BASIC5000_0519,bas50000519
BASIC5000_1607,bas50001607
BASIC5000_3010,bas50003010
BASIC5000_0531,bas50000531
BASIC5000_2326,bas50002326
BASIC5000_4757,bas50004757
BASIC5000_3038,bas50003038
BASIC5000_4031,bas50004031
BASIC5000_3986,bas50003986
BASIC5000_2440,bas50002440
BASIC5000_1149,bas50001149
BASIC5000_0257,bas50000257
BASIC5000_0243,bas50000243
BASIC5000_4025,bas50004025
BASIC5000_3992,bas50003992
BASIC5000_2454,bas50002454
BASIC5000_2332,bas50002332
BASIC5000_4743,bas50004743
BASIC5000_0525,bas50000525
BASIC5000_4804,bas50004804
BASIC5000_3819,bas50003819
BASIC5000_4810,bas50004810
BASIC5000_1968,bas50001968
BASIC5000_2291,bas50002291
BASIC5000_4838,bas50004838
BASIC5000_1940,bas50001940
BASIC5000_0486,bas50000486
BASIC5000_1798,bas50001798
BASIC5000_4186,bas50004186
BASIC5000_3831,bas50003831
BASIC5000_4192,bas50004192
BASIC5000_3825,bas50003825
BASIC5000_1954,bas50001954
BASIC5000_0492,bas50000492
BASIC5000_2285,bas50002285
BASIC5000_3170,bas50003170
BASIC5000_1767,bas50001767
BASIC5000_0479,bas50000479
BASIC5000_1001,bas50001001
BASIC5000_2508,bas50002508
BASIC5000_4179,bas50004179
BASIC5000_3616,bas50003616
BASIC5000_3602,bas50003602
BASIC5000_1015,bas50001015
BASIC5000_1773,bas50001773
BASIC5000_3164,bas50003164
BASIC5000_1983,bas50001983
BASIC5000_0445,bas50000445
BASIC5000_4623,bas50004623
BASIC5000_2252,bas50002252
BASIC5000_2534,bas50002534
BASIC5000_4145,bas50004145
BASIC5000_0323,bas50000323
BASIC5000_0337,bas50000337
BASIC5000_1029,bas50001029
BASIC5000_2520,bas50002520
BASIC5000_4151,bas50004151
BASIC5000_3158,bas50003158
BASIC5000_4637,bas50004637
BASIC5000_2246,bas50002246
BASIC5000_1997,bas50001997
BASIC5000_0451,bas50000451
BASIC5000_2911,bas50002911
BASIC5000_0860,bas50000860
BASIC5000_0874,bas50000874
BASIC5000_2905,bas50002905
BASIC5000_4384,bas50004384
BASIC5000_0684,bas50000684
BASIC5000_2093,bas50002093
BASIC5000_3399,bas50003399
BASIC5000_2087,bas50002087
BASIC5000_0848,bas50000848
BASIC5000_0690,bas50000690
BASIC5000_4390,bas50004390
BASIC5000_2939,bas50002939
BASIC5000_3414,bas50003414
BASIC5000_1203,bas50001203
BASIC5000_1565,bas50001565
BASIC5000_3372,bas50003372
BASIC5000_2078,bas50002078
BASIC5000_4409,bas50004409
BASIC5000_3366,bas50003366
BASIC5000_1571,bas50001571
BASIC5000_1217,bas50001217
BASIC5000_0109,bas50000109
BASIC5000_3400,bas50003400
BASIC5000_0121,bas50000121
BASIC5000_3428,bas50003428
BASIC5000_4347,bas50004347
BASIC5000_2736,bas50002736
BASIC5000_2050,bas50002050
BASIC5000_4421,bas50004421
BASIC5000_0647,bas50000647
BASIC5000_1559,bas50001559
BASIC5000_0653,bas50000653
BASIC5000_2044,bas50002044
BASIC5000_4435,bas50004435
BASIC5000_4353,bas50004353
BASIC5000_2722,bas50002722
BASIC5000_0135,bas50000135
BASIC5000_3301,bas50003301
BASIC5000_1516,bas50001516
BASIC5000_0608,bas50000608
BASIC5000_1270,bas50001270
BASIC5000_2779,bas50002779
BASIC5000_3467,bas50003467
BASIC5000_4308,bas50004308
BASIC5000_3473,bas50003473
BASIC5000_1264,bas50001264
BASIC5000_1502,bas50001502
BASIC5000_3315,bas50003315
BASIC5000_0634,bas50000634
BASIC5000_4452,bas50004452
BASIC5000_2023,bas50002023
BASIC5000_2745,bas50002745
BASIC5000_4334,bas50004334
BASIC5000_0152,bas50000152
BASIC5000_0146,bas50000146
BASIC5000_1258,bas50001258
BASIC5000_2751,bas50002751
BASIC5000_4320,bas50004320
BASIC5000_2989,bas50002989
BASIC5000_4446,bas50004446
BASIC5000_3329,bas50003329
BASIC5000_2037,bas50002037
BASIC5000_0620,bas50000620
BASIC5000_0813,bas50000813
BASIC5000_2962,bas50002962
BASIC5000_2976,bas50002976
BASIC5000_0807,bas50000807
BASIC5000_4491,bas50004491
BASIC5000_0191,bas50000191
BASIC5000_3498,bas50003498
BASIC5000_2786,bas50002786
BASIC5000_2792,bas50002792
BASIC5000_0185,bas50000185
BASIC5000_4485,bas50004485
BASIC5000_3665,bas50003665
BASIC5000_1072,bas50001072
BASIC5000_1714,bas50001714
BASIC5000_3103,bas50003103
BASIC5000_2209,bas50002209
BASIC5000_3117,bas50003117
BASIC5000_4678,bas50004678
BASIC5000_1700,bas50001700
BASIC5000_1066,bas50001066
BASIC5000_0378,bas50000378
BASIC5000_3671,bas50003671
BASIC5000_0350,bas50000350
BASIC5000_4136,bas50004136
BASIC5000_3659,bas50003659
BASIC5000_2547,bas50002547
BASIC5000_3881,bas50003881
BASIC5000_2221,bas50002221
BASIC5000_4888,bas50004888
BASIC5000_4650,bas50004650
BASIC5000_0436,bas50000436
BASIC5000_1728,bas50001728
BASIC5000_0422,bas50000422
BASIC5000_2235,bas50002235
BASIC5000_4644,bas50004644
BASIC5000_4122,bas50004122
BASIC5000_2553,bas50002553
BASIC5000_3895,bas50003895
BASIC5000_0344,bas50000344
BASIC5000_4877,bas50004877
BASIC5000_4863,bas50004863
BASIC5000_2584,bas50002584
BASIC5000_3842,bas50003842
BASIC5000_0393,bas50000393
BASIC5000_1933,bas50001933
BASIC5000_4693,bas50004693
BASIC5000_4687,bas50004687
BASIC5000_1927,bas50001927
BASIC5000_0387,bas50000387
BASIC5000_1099,bas50001099
BASIC5000_2590,bas50002590
BASIC5000_3856,bas50003856
BASIC5000_3711,bas50003711
BASIC5000_0218,bas50000218
BASIC5000_1106,bas50001106
BASIC5000_1660,bas50001660
BASIC5000_4718,bas50004718
BASIC5000_3077,bas50003077
BASIC5000_2369,bas50002369
BASIC5000_3063,bas50003063
BASIC5000_1674,bas50001674
BASIC5000_1112,bas50001112
BASIC5000_3705,bas50003705
BASIC5000_0224,bas50000224
BASIC5000_2433,bas50002433
BASIC5000_4042,bas50004042
BASIC5000_4724,bas50004724
BASIC5000_2355,bas50002355
BASIC5000_0542,bas50000542
BASIC5000_1884,bas50001884
BASIC5000_1648,bas50001648
BASIC5000_0556,bas50000556
BASIC5000_1890,bas50001890
BASIC5000_4730,bas50004730
BASIC5000_2341,bas50002341
BASIC5000_2427,bas50002427
BASIC5000_3739,bas50003739
BASIC5000_4056,bas50004056
BASIC5000_0230,bas50000230
BASIC5000_4903,bas50004903
BASIC5000_4917,bas50004917
BASIC5000_4081,bas50004081
BASIC5000_3936,bas50003936
BASIC5000_0581,bas50000581
BASIC5000_1847,bas50001847
BASIC5000_2396,bas50002396
BASIC5000_3088,bas50003088
BASIC5000_2382,bas50002382
BASIC5000_0595,bas50000595
BASIC5000_1853,bas50001853
BASIC5000_4095,bas50004095
BASIC5000_3922,bas50003922
BASIC5000_3275,bas50003275
BASIC5000_1462,bas50001462
BASIC5000_1304,bas50001304
BASIC5000_3513,bas50003513
BASIC5000_4268,bas50004268
BASIC5000_3507,bas50003507
BASIC5000_2619,bas50002619
BASIC5000_1310,bas50001310
BASIC5000_0768,bas50000768
BASIC5000_1476,bas50001476
BASIC5000_3261,bas50003261
BASIC5000_0740,bas50000740
BASIC5000_0998,bas50000998
BASIC5000_2157,bas50002157
BASIC5000_3249,bas50003249
BASIC5000_4526,bas50004526
BASIC5000_4240,bas50004240
BASIC5000_2631,bas50002631
BASIC5000_1338,bas50001338
BASIC5000_0026,bas50000026
BASIC5000_0032,bas50000032
BASIC5000_4254,bas50004254
BASIC5000_2625,bas50002625
BASIC5000_2143,bas50002143
BASIC5000_4532,bas50004532
BASIC5000_0754,bas50000754
BASIC5000_0967,bas50000967
BASIC5000_2816,bas50002816
BASIC5000_2802,bas50002802
BASIC5000_0973,bas50000973
BASIC5000_2194,bas50002194
BASIC5000_0783,bas50000783
BASIC5000_4283,bas50004283
BASIC5000_4297,bas50004297
BASIC5000_1489,bas50001489
BASIC5000_0797,bas50000797
BASIC5000_2180,bas50002180
BASIC5000_4296,bas50004296
BASIC5000_2181,bas50002181
BASIC5000_0796,bas50000796
BASIC5000_1488,bas50001488
BASIC5000_0782,bas50000782
BASIC5000_2195,bas50002195
BASIC5000_4282,bas50004282
BASIC5000_2803,bas50002803
BASIC5000_0972,bas50000972
BASIC5000_0966,bas50000966
BASIC5000_2817,bas50002817
BASIC5000_2624,bas50002624
BASIC5000_4255,bas50004255
BASIC5000_0033,bas50000033
BASIC5000_0755,bas50000755
BASIC5000_4533,bas50004533
BASIC5000_2142,bas50002142
BASIC5000_4527,bas50004527
BASIC5000_3248,bas50003248
BASIC5000_2156,bas50002156
BASIC5000_0999,bas50000999
BASIC5000_0741,bas50000741
BASIC5000_0027,bas50000027
BASIC5000_1339,bas50001339
BASIC5000_2630,bas50002630
BASIC5000_4241,bas50004241
BASIC5000_1311,bas50001311
BASIC5000_2618,bas50002618
BASIC5000_3506,bas50003506
BASIC5000_4269,bas50004269
BASIC5000_3260,bas50003260
BASIC5000_1477,bas50001477
BASIC5000_0769,bas50000769
BASIC5000_1463,bas50001463
BASIC5000_3274,bas50003274
BASIC5000_3512,bas50003512
BASIC5000_1305,bas50001305
BASIC5000_1852,bas50001852
BASIC5000_0594,bas50000594
BASIC5000_2383,bas50002383
BASIC5000_3923,bas50003923
BASIC5000_4094,bas50004094
BASIC5000_3937,bas50003937
BASIC5000_4080,bas50004080
BASIC5000_3089,bas50003089
BASIC5000_2397,bas50002397
BASIC5000_1846,bas50001846
BASIC5000_0580,bas50000580
BASIC5000_4916,bas50004916
BASIC5000_4902,bas50004902
BASIC5000_2340,bas50002340
BASIC5000_4731,bas50004731
BASIC5000_1891,bas50001891
BASIC5000_0557,bas50000557
BASIC5000_1649,bas50001649
BASIC5000_0231,bas50000231
BASIC5000_4057,bas50004057
BASIC5000_3738,bas50003738
BASIC5000_2426,bas50002426
BASIC5000_4043,bas50004043
BASIC5000_2432,bas50002432
BASIC5000_0225,bas50000225
BASIC5000_1885,bas50001885
BASIC5000_0543,bas50000543
BASIC5000_2354,bas50002354
BASIC5000_4725,bas50004725
BASIC5000_1675,bas50001675
BASIC5000_3062,bas50003062
BASIC5000_3704,bas50003704
BASIC5000_1113,bas50001113
BASIC5000_1107,bas50001107
BASIC5000_0219,bas50000219
BASIC5000_3710,bas50003710
BASIC5000_2368,bas50002368
BASIC5000_3076,bas50003076
BASIC5000_4719,bas50004719
BASIC5000_1661,bas50001661
BASIC5000_1926,bas50001926
BASIC5000_4686,bas50004686
BASIC5000_3857,bas50003857
BASIC5000_2591,bas50002591
BASIC5000_1098,bas50001098
BASIC5000_0386,bas50000386
BASIC5000_0392,bas50000392
BASIC5000_3843,bas50003843
BASIC5000_2585,bas50002585
BASIC5000_4692,bas50004692
BASIC5000_1932,bas50001932
BASIC5000_4862,bas50004862
BASIC5000_4876,bas50004876
BASIC5000_4645,bas50004645
BASIC5000_2234,bas50002234
BASIC5000_0423,bas50000423
BASIC5000_0345,bas50000345
BASIC5000_3894,bas50003894
BASIC5000_2552,bas50002552
BASIC5000_4123,bas50004123
BASIC5000_3880,bas50003880
BASIC5000_2546,bas50002546
BASIC5000_3658,bas50003658
BASIC5000_4137,bas50004137
BASIC5000_0351,bas50000351
BASIC5000_1729,bas50001729
BASIC5000_0437,bas50000437
BASIC5000_4651,bas50004651
BASIC5000_4889,bas50004889
BASIC5000_2220,bas50002220
BASIC5000_1701,bas50001701
BASIC5000_4679,bas50004679
BASIC5000_3116,bas50003116
BASIC5000_2208,bas50002208
BASIC5000_3670,bas50003670
BASIC5000_0379,bas50000379
BASIC5000_1067,bas50001067
BASIC5000_1073,bas50001073
BASIC5000_3664,bas50003664
BASIC5000_3102,bas50003102
BASIC5000_1715,bas50001715
BASIC5000_0184,bas50000184
BASIC5000_2793,bas50002793
BASIC5000_4484,bas50004484
BASIC5000_4490,bas50004490
BASIC5000_2787,bas50002787
BASIC5000_3499,bas50003499
BASIC5000_0190,bas50000190
BASIC5000_2977,bas50002977
BASIC5000_0806,bas50000806
BASIC5000_0812,bas50000812
BASIC5000_2963,bas50002963
BASIC5000_2988,bas50002988
BASIC5000_4321,bas50004321
BASIC5000_2750,bas50002750
BASIC5000_1259,bas50001259
BASIC5000_0147,bas50000147
BASIC5000_0621,bas50000621
BASIC5000_2036,bas50002036
BASIC5000_3328,bas50003328
BASIC5000_4447,bas50004447
BASIC5000_2022,bas50002022
BASIC5000_4453,bas50004453
BASIC5000_0635,bas50000635
BASIC5000_0153,bas50000153
BASIC5000_4335,bas50004335
BASIC5000_2744,bas50002744
BASIC5000_1265,bas50001265
BASIC5000_3472,bas50003472
BASIC5000_3314,bas50003314
BASIC5000_1503,bas50001503
BASIC5000_0609,bas50000609
BASIC5000_1517,bas50001517
BASIC5000_3300,bas50003300
BASIC5000_4309,bas50004309
BASIC5000_3466,bas50003466
BASIC5000_2778,bas50002778
BASIC5000_1271,bas50001271
BASIC5000_1501,bas50001501
BASIC5000_4479,bas50004479
BASIC5000_3316,bas50003316
BASIC5000_2008,bas50002008
BASIC5000_3470,bas50003470
BASIC5000_0179,bas50000179
BASIC5000_1267,bas50001267
BASIC5000_1273,bas50001273
BASIC5000_3464,bas50003464
BASIC5000_3302,bas50003302
BASIC5000_1515,bas50001515
BASIC5000_4445,bas50004445
BASIC5000_2034,bas50002034
BASIC5000_0623,bas50000623
BASIC5000_0145,bas50000145
BASIC5000_2752,bas50002752
BASIC5000_4323,bas50004323
BASIC5000_2746,bas50002746
BASIC5000_3458,bas50003458
BASIC5000_4337,bas50004337
BASIC5000_0151,bas50000151
BASIC5000_1529,bas50001529
BASIC5000_0637,bas50000637
BASIC5000_4451,bas50004451
BASIC5000_2020,bas50002020
BASIC5000_0804,bas50000804
BASIC5000_2975,bas50002975
BASIC5000_2961,bas50002961
BASIC5000_0810,bas50000810
BASIC5000_0838,bas50000838
BASIC5000_4486,bas50004486
BASIC5000_2949,bas50002949
BASIC5000_2791,bas50002791
BASIC5000_1298,bas50001298
BASIC5000_0186,bas50000186
BASIC5000_0192,bas50000192
BASIC5000_2785,bas50002785
BASIC5000_4492,bas50004492
BASIC5000_1065,bas50001065
BASIC5000_3672,bas50003672
BASIC5000_3114,bas50003114
BASIC5000_1703,bas50001703
BASIC5000_0409,bas50000409
BASIC5000_1717,bas50001717
BASIC5000_3100,bas50003100
BASIC5000_4109,bas50004109
BASIC5000_3666,bas50003666
BASIC5000_2578,bas50002578
BASIC5000_1071,bas50001071
BASIC5000_4121,bas50004121
BASIC5000_2550,bas50002550
BASIC5000_3896,bas50003896
BASIC5000_1059,bas50001059
BASIC5000_0347,bas50000347
BASIC5000_0421,bas50000421
BASIC5000_2236,bas50002236
BASIC5000_3128,bas50003128
BASIC5000_4647,bas50004647
BASIC5000_2222,bas50002222
BASIC5000_4653,bas50004653
BASIC5000_0435,bas50000435
BASIC5000_0353,bas50000353
BASIC5000_4135,bas50004135
BASIC5000_2544,bas50002544
BASIC5000_3882,bas50003882
BASIC5000_3869,bas50003869
BASIC5000_1918,bas50001918
BASIC5000_4860,bas50004860
BASIC5000_4874,bas50004874
BASIC5000_0384,bas50000384
BASIC5000_2593,bas50002593
BASIC5000_3855,bas50003855
BASIC5000_4684,bas50004684
BASIC5000_1924,bas50001924
BASIC5000_1930,bas50001930
BASIC5000_4690,bas50004690
BASIC5000_4848,bas50004848
BASIC5000_2587,bas50002587
BASIC5000_3841,bas50003841
BASIC5000_3699,bas50003699
BASIC5000_0390,bas50000390
BASIC5000_1111,bas50001111
BASIC5000_2418,bas50002418
BASIC5000_3706,bas50003706
BASIC5000_4069,bas50004069
BASIC5000_3060,bas50003060
BASIC5000_1677,bas50001677
BASIC5000_0569,bas50000569
BASIC5000_1663,bas50001663
